category,level,outcome,outcome_level,n
CC391,1,DD13,2545,5
CC391,1,DD13,1598,5
CC391,1,DD13,4070,5
CC391,1,DD13,4330,5
CC391,1,DD13,3250,5
CC391,1,DD13,5035,5
CC391,1,DD13,4220,5
CC391,1,DD13,3920,5
CC391,1,DD13,4000,5
CC391,1,DD13,3430,5
CC391,1,DD13,3500,10
CC391,1,DD13,3690,10
CC391,1,DD13,4015,5
CC391,1,DD13,4305,5
CC391,1,DD13,3460,5
CC391,1,DD13,3318,5
CC391,1,DD13,2900,5
CC391,1,DD13,3990,5
CC391,1,DD13,3980,5
CC391,1,DD13,3228,5
CC391,1,DD13,3155,5
CC391,1,DD13,2320,5
CC391,1,DD13,3435,5
CC391,1,DD13,3172,5
CC391,1,DD13,4120,5
CC391,1,DD13,4030,5
CC391,1,DD13,4375,5
CC391,1,DD13,3615,5
CC391,1,DD13,3450,10
CC391,1,DD13,4160,5
CC391,1,DD13,3308,5
CC391,1,DD13,3140,5
CC391,1,DD13,2710,5
CC391,1,DD13,3316,5
CC391,1,DD13,1970,5
CC391,1,DD13,5190,5
CC391,1,DD13,2750,5
CC391,1,DD13,2690,5
CC391,1,DD13,4150,5
CC391,1,DD13,4260,5
CC391,1,DD13,3792,5
CC391,1,DD13,4440,5
CC391,1,DD13,4240,5
CC391,1,DD13,2754,5
CC391,1,DD13,3770,5
CC391,1,DD13,3780,5
CC391,1,DD13,3150,5
CC391,1,DD13,3968,5
CC391,1,DD13,3260,10
CC391,1,DD13,4040,5
CC391,1,DD13,2540,5
CC391,1,DD13,2560,5
CC391,1,DD13,3350,5
CC391,1,DD13,3470,5
CC391,1,DD13,2847,5
CC391,1,DD13,2680,5
CC391,1,DD13,4050,5
CC391,1,DD13,4370,5
CC391,1,DD13,2810,5
CC391,1,DD13,3558,5
CC391,1,DD13,3565,5
CC391,1,DD13,1812,5
CC391,1,DD13,4010,5
CC391,1,DD13,3390,10
CC391,1,DD13,4286,5
CC391,1,DD13,2930,5
CC391,1,DD13,2590,5
CC391,1,DD13,2950,5
CC391,1,DD13,2990,5
CC391,1,DD13,2370,5
CC391,1,DD13,2580,5
CC391,1,DD13,3130,5
CC391,1,DD13,3414,5
CC391,1,DD13,2785,5
CC391,1,DD13,1296,5
CC391,1,DD13,3115,5
CC391,1,DD13,4178,5
CC391,1,DD13,2660,5
CC391,1,DD13,4280,5
CC391,1,DD13,3785,5
CC391,1,DD13,1485,5
CC391,1,DD13,3215,5
CC391,1,DD13,4360,5
CC391,1,DD13,4588,5
CC391,1,DD13,2700,5
CC391,1,DD13,3965,5
CC391,1,DD13,3720,20
CC391,1,DD13,2200,5
CC391,1,DD13,3070,5
CC391,1,DD13,4180,5
CC391,1,DD13,2988,5
CC391,1,DD13,3331,5
CC391,1,DD13,2120,5
CC391,1,DD13,2535,5
CC391,1,DD13,2910,5
CC391,1,DD13,4075,5
CC391,1,DD13,3756,5
CC391,1,DD13,3995,5
CC391,1,DD13,4095,5
CC391,1,DD13,4810,5
CC391,1,DD13,4540,5
CC391,1,DD13,3695,5
CC391,1,DD13,3570,5
CC391,1,DD13,3656,5
CC391,1,DD13,4400,5
CC391,1,DD13,3864,5
CC391,1,DD13,2880,5
CC391,1,DD13,3838,5
CC391,1,DD13,4151,5
CC391,1,DD13,3386,5
CC391,1,DD13,3865,5
CC391,1,DD13,2275,5
CC391,1,DD13,4190,5
CC391,1,DD13,2635,5
CC391,1,DD13,2720,5
CC391,1,DD13,4020,5
CC391,1,DD13,4625,5
CC391,1,DD13,4660,5
CC391,1,DD13,1370,5
CC391,1,DD13,4460,5
CC391,1,DD13,3254,5
CC391,1,DD13,2735,5
CC391,1,DD13,2485,5
CC391,1,DD13,3475,5
CC391,1,DD13,4580,5
CC391,1,DD13,3190,5
CC391,1,DD13,4130,5
CC391,1,DD13,3136,5
CC391,1,DD13,3358,5
CC391,1,DD13,4060,5
CC391,1,DD13,3380,5
CC391,1,DD13,3055,5
CC391,1,DD13,4530,5
CC391,1,DD13,3610,5
CC391,1,DD13,2940,5
CC391,1,DD13,3624,5
CC391,1,DD13,3385,5
CC391,1,DD13,3456,5
CC391,1,DD13,3505,5
CC391,1,DD13,3426,5
CC391,1,DD13,4144,5
CC391,1,DD13,4145,5
CC391,1,DD13,2759,5
CC391,1,DD13,3875,5
CC391,1,DD13,3148,5
CC391,1,DD13,3100,5
CC391,1,DD13,4398,5
CC391,1,DD13,5050,5
CC391,1,DD13,3834,5
CC391,1,DD13,4425,5
CC391,1,DD13,3620,5
CC391,1,DD13,3012,5
CC391,1,DD13,2840,5
CC391,1,DD13,2490,5
CC391,1,DD13,3644,5
CC391,1,DD13,2400,5
CC391,1,DD13,3268,5
CC391,1,DD13,3665,5
CC391,1,DD13,2450,5
CC391,1,DD13,3586,5
CC391,1,DD13,3145,5
CC391,1,DD13,1985,5
CC391,1,DD13,3275,5
CC391,1,DD13,4315,5
CC391,1,DD13,3234,5
CC391,1,DD13,3255,5
CC391,1,DD13,3446,5
CC391,1,DD13,3668,5
CC391,1,DD13,3682,5
CC391,1,DD13,3686,5
CC391,1,DD13,2815,5
CC391,1,DD13,990,5
CC391,1,DD13,4428,5
CC391,1,DD13,2790,5
CC391,1,DD13,3375,5
CC391,1,DD13,4340,5
CC391,1,DD13,2678,5
CC391,1,DD13,3685,5
CC391,1,DD13,2717,5
CC391,1,DD13,3578,5
CC391,1,DD13,3715,5
CC391,1,DD13,3788,5
CC391,1,DD13,3216,5
CC391,1,DD13,2440,5
CC391,1,DD13,3146,5
CC391,1,DD13,3840,5
CC391,1,DD13,4300,5
CC391,1,DD13,4470,5
CC391,1,DD13,3112,5
CC391,1,DD13,3434,5
CC391,1,DD13,2480,5
CC391,1,DD13,2740,5
CC391,1,DD13,3412,5
CC391,1,DD13,3880,5
CC391,1,DD13,2470,5
CC391,1,DD13,2820,5
CC391,1,DD13,3676,5
CC391,1,DD13,4500,5
CC391,1,DD13,3006,5
CC391,1,DD13,3432,5
CC391,1,DD13,2349,5
CC391,1,DD13,2350,5
CC391,1,DD13,3515,5
CC391,1,DD13,3420,5
CC391,1,DD13,3468,5
CC391,1,DD13,3315,5
CC391,1,DD13,2575,5
CC391,1,DD13,2550,5
CC391,1,DD13,3128,5
CC391,1,DD13,3415,5
CC391,1,DD13,2954,5
CC391,1,DD13,4765,5
CC391,1,DD13,4420,5
CC391,1,DD13,3095,5
CC391,1,DD13,2500,5
CC391,1,DD13,2557,5
CC391,1,DD13,2640,5
CC391,1,DD13,2130,5
CC391,1,DD13,3986,5
CC391,1,DD13,4720,5
CC391,1,DD13,3205,5
CC391,1,DD13,4830,5
CC391,1,DD13,4085,5
CC391,1,DD13,2250,5
CC391,1,DD13,2498,5
CC391,1,DD13,3832,5
CC391,1,DD13,3165,5
CC391,1,DD13,3352,5
CC391,1,DD13,4018,5
CC391,1,DD13,4590,5
CC391,1,DD13,3348,5
CC391,1,DD13,5140,5
CC391,1,DD13,2099,5
CC391,1,DD13,2600,5
CC391,1,DD13,3810,5
CC391,1,DD13,3776,5
CC391,1,DD13,2620,5
CC391,1,DD13,3304,5
CC391,1,DD13,3767,5
CC391,1,DD13,2133,5
CC391,1,DD13,4185,5
CC391,1,DD13,2888,5
CC391,1,DD13,3080,5
CC391,1,DD13,3804,5
CC391,1,DD13,3638,5
CC391,1,DD13,3170,5
CC391,1,DD13,2460,5
CC391,1,DD13,3588,5
CC391,1,DD13,3802,5
CC391,1,DD13,3545,5
CC391,1,DD13,4048,5
CC391,1,DD13,3370,5
CC391,1,DD13,3765,5
CC391,1,DD13,2923,5
CC391,1,DD13,3958,5
CC391,1,DD13,2800,5
CC391,1,DD13,3138,5
CC391,1,DD13,1954,5
CC391,1,DD13,4175,5
CC391,1,DD13,4134,5
CC391,1,DD13,3910,5
CC391,1,DD13,4820,5
CC391,1,DD13,3755,5
CC391,1,DD13,3022,5
CC391,1,DD13,1987,5
CC391,1,DD13,3534,5
CC391,1,DD13,3162,5
CC391,1,DD13,2570,5
CC391,1,DD13,2310,5
CC391,1,DD13,2838,5
CC391,1,DD13,3036,5
CC391,1,DD13,2920,5
CC391,1,DD13,3042,5
CC391,1,DD13,4510,5
CC391,1,DD13,2694,5
CC391,1,DD13,2045,5
CC391,1,DD13,3625,5
CC391,1,DD13,3675,5
CC391,1,DD13,3705,5
CC391,1,DD13,3186,5
CC391,1,DD13,2330,5
CC391,1,DD13,2595,5
CC391,1,DD13,3611,5
CC391,1,DD13,3075,5
CC391,1,DD13,2745,5
CC391,1,DD13,4320,5
CC391,1,DD13,2985,5
CC391,1,DD13,3043,5
CC391,1,DD13,4025,5
CC391,1,DD13,2260,5
CC391,1,DD13,3714,5
CC391,1,DD13,1450,5
CC391,1,DD13,5084,5
CC391,1,DD13,5230,5
CC391,1,DD13,2760,5
CC391,1,DD13,4406,5
CC391,1,DD13,4434,5
CC391,1,DD13,3325,5
CC391,1,DD13,4920,5
CC391,1,DD13,2230,5
CC391,1,DD13,4740,5
CC391,1,DD13,2408,5
CC391,1,DD13,2462,5
CC391,1,DD13,3970,5
CC391,1,DD13,3008,5
CC391,1,DD13,3030,5
CC391,1,DD13,3646,5
CC391,1,DD13,3904,5
CC391,1,DD13,3554,5
CC391,1,DD13,4022,5
CC391,1,DD13,3314,5
CC391,1,DD13,4168,5
CC391,1,DD13,4680,5
CC391,1,DD13,4365,5
CC391,1,DD13,2602,5
CC391,1,DD13,4600,5
CC391,1,DD13,2380,5
CC391,1,DD13,4005,5
CC391,1,DD13,3855,5
CC391,1,DD13,3641,5
CC391,1,DD13,4238,5
CC391,1,DD13,1381,5
CC391,1,DD13,1120,5
CC391,1,DD13,2610,5
CC391,1,DD13,3212,5
CC391,1,DD13,3916,5
CC391,1,DD13,4388,5
CC391,1,DD13,2855,5
CC391,1,DD13,3392,5
CC391,1,DD13,2917,5
CC391,1,DD13,2928,5
CC391,1,DD13,4006,5
CC391,1,DD13,3825,5
CC391,1,DD13,4615,5
CC391,1,DD13,4062,5
CC391,1,DD13,2875,5
CC391,1,DD13,2415,5
CC391,1,DD13,2080,5
CC391,1,DD13,4205,5
CC391,1,DD13,2090,5
CC391,1,DD13,2110,5
CC391,1,DD13,4016,5
CC391,1,DD13,3462,5
CC391,1,DD13,2605,5
CC391,1,DD13,2270,5
CC391,1,DD13,4490,5
CC391,1,DD13,2725,5
CC391,1,DD13,4445,5
CC391,1,DD13,3185,5
CC391,1,DD13,3202,5
CC391,1,DD13,3912,5
CC391,1,DD13,1565,5
CC391,1,DD13,4630,5
CC391,1,DD13,4970,5
CC391,1,DD13,2615,5
CC391,1,DD13,3332,5
CC391,1,DD13,2055,5
CC391,1,DD13,4064,5
CC391,1,DD13,4094,5
CC391,1,DD13,4444,5
CC391,1,DD13,3595,5
CC391,1,DD13,3868,5
CC391,1,DD13,2958,5
CC391,1,DD13,3536,5
CC391,1,DD13,5070,5
CC391,1,DD13,4212,5
CC391,1,DD13,4870,5
CC391,1,DD13,3655,5
CC391,1,DD13,2390,5
CC391,1,DD13,3448,5
CC391,1,DD13,3706,5
CC391,1,DD13,3604,5
CC391,1,DD13,3338,5
CC391,1,DD13,2360,5
CC391,1,DD13,4114,5
CC391,1,DD13,3265,5
CC391,1,DD13,1670,5
CC391,1,DD13,4670,5
CC391,1,DD13,4690,5
CC391,1,DD13,5020,5
CC391,1,DD13,3966,5
CC391,1,DD13,3862,5
CC391,1,DD13,4760,5
