category,level,outcome,outcome_level,n
CC389,1,DD13,2896,5
CC389,1,DD13,4145,5
CC389,1,DD13,4670,5
CC389,1,DD13,3225,5
CC389,1,DD13,4122,5
CC389,1,DD13,3352,5
CC389,1,DD13,3146,5
CC389,1,DD13,2460,5
CC389,1,DD13,4642,5
CC389,1,DD13,3075,5
CC389,1,DD13,2517,5
CC389,1,DD13,2265,5
CC389,1,DD13,3056,5
CC389,1,DD13,3648,5
CC389,1,DD13,4188,5
CC389,1,DD13,2631,5
CC389,1,DD13,2981,5
CC389,1,DD13,1740,5
CC389,1,DD13,2649,5
CC389,1,DD13,2222,5
CC389,1,DD13,2378,5
CC389,1,DD13,3112,5
CC389,1,DD13,3434,5
CC389,1,DD13,3034,5
CC389,1,DD13,3612,5
CC389,1,DD13,2416,5
CC389,1,DD13,3412,5
CC389,1,DD13,3965,5
CC389,1,DD13,3376,5
CC389,1,DD13,2070,5
CC389,1,DD13,3825,5
CC389,1,DD13,3416,5
CC389,1,DD13,3704,5
CC389,1,DD13,1595,5
CC389,1,DD13,695,5
CC389,1,DD13,1220,5
CC389,1,DD13,4327,5
CC389,1,DD13,3668,5
CC389,1,DD13,3006,5
CC389,1,DD13,3642,5
CC389,1,DD13,4464,5
CC389,1,DD13,3432,5
CC389,1,DD13,873,5
CC389,1,DD13,2350,5
CC389,1,DD13,3724,5
CC389,1,DD13,4644,5
CC389,1,DD13,4066,5
CC389,1,DD13,3468,5
CC389,1,DD13,3806,5
CC389,1,DD13,2575,5
CC389,1,DD13,2550,5
CC389,1,DD13,3808,5
CC389,1,DD13,3128,5
CC389,1,DD13,2411,5
CC389,1,DD13,2595,5
CC389,1,DD13,2525,5
CC389,1,DD13,2235,5
CC389,1,DD13,3942,5
CC389,1,DD13,3545,5
CC389,1,DD13,3415,5
CC389,1,DD13,3647,5
CC389,1,DD13,2954,5
CC389,1,DD13,4765,5
CC389,1,DD13,3278,5
CC389,1,DD13,3812,5
CC389,1,DD13,4485,5
CC389,1,DD13,4790,5
CC389,1,DD13,2795,5
CC389,1,DD13,4820,5
CC389,1,DD13,2557,5
CC389,1,DD13,3554,5
CC389,1,DD13,3205,5
CC389,1,DD13,4490,5
CC389,1,DD13,4176,5
CC389,1,DD13,4085,5
CC389,1,DD13,3945,5
CC389,1,DD13,2514,5
CC389,1,DD13,4152,5
CC389,1,DD13,4036,5
CC389,1,DD13,4754,5
CC389,1,DD13,1430,5
CC389,1,DD13,4275,5
CC389,1,DD13,4205,5
CC389,1,DD13,1678,5
CC389,1,DD13,3348,5
CC389,1,DD13,4096,5
CC389,1,DD13,5140,5
CC389,1,DD13,3342,5
CC389,1,DD13,2099,5
CC389,1,DD13,3206,5
CC389,1,DD13,3314,5
CC389,1,DD13,4102,5
CC389,1,DD13,5180,5
CC389,1,DD13,2283,5
CC389,1,DD13,3304,5
CC389,1,DD13,3093,5
CC389,1,DD13,2133,5
CC389,1,DD13,2586,5
CC389,1,DD13,2849,5
CC389,1,DD13,4185,5
CC389,1,DD13,2888,5
CC389,1,DD13,3638,5
CC389,1,DD13,3848,5
CC389,1,DD13,9200,5
CC389,1,DD13,3876,5
CC389,1,DD13,3414,5
CC389,1,DD13,3802,5
CC389,1,DD13,1520,5
CC389,1,DD13,2030,5
CC389,1,DD13,3096,5
CC389,1,DD13,4048,5
CC389,1,DD13,2738,5
CC389,1,DD13,2923,5
CC389,1,DD13,3864,5
CC389,1,DD13,3958,5
CC389,1,DD13,3576,5
CC389,1,DD13,3932,5
CC389,1,DD13,1480,5
CC389,1,DD13,4685,5
CC389,1,DD13,1375,5
CC389,1,DD13,1954,5
CC389,1,DD13,4439,5
CC389,1,DD13,3555,5
CC389,1,DD13,2421,5
CC389,1,DD13,2507,5
CC389,1,DD13,3502,5
CC389,1,DD13,4175,5
CC389,1,DD13,1930,5
CC389,1,DD13,3245,5
CC389,1,DD13,4405,5
CC389,1,DD13,4525,5
CC389,1,DD13,3164,5
CC389,1,DD13,3575,5
CC389,1,DD13,3408,5
CC389,1,DD13,3542,5
CC389,1,DD13,3697,5
CC389,1,DD13,2638,5
CC389,1,DD13,3105,5
CC389,1,DD13,4172,5
CC389,1,DD13,1987,5
CC389,1,DD13,3534,5
CC389,1,DD13,2696,5
CC389,1,DD13,3162,5
CC389,1,DD13,2310,5
CC389,1,DD13,4494,5
CC389,1,DD13,3066,5
CC389,1,DD13,2838,5
CC389,1,DD13,3036,5
CC389,1,DD13,1420,5
CC389,1,DD13,3236,5
CC389,1,DD13,4630,5
CC389,1,DD13,2694,5
CC389,1,DD13,2733,5
CC389,1,DD13,2045,5
CC389,1,DD13,3118,5
CC389,1,DD13,3001,5
