category,level,outcome,outcome_level,n
CC392,1,DD13,3470,5
CC392,1,DD13,3446,5
CC392,1,DD13,3686,5
CC392,1,DD13,3590,5
CC392,1,DD13,2790,5
CC392,1,DD13,2510,5
CC392,1,DD13,3460,5
CC392,1,DD13,3495,5
CC392,1,DD13,2678,5
CC392,1,DD13,3685,5
CC392,1,DD13,2717,5
CC392,1,DD13,3578,5
CC392,1,DD13,3170,5
CC392,1,DD13,3715,5
CC392,1,DD13,3788,5
CC392,1,DD13,3216,5
CC392,1,DD13,4020,5
CC392,1,DD13,2440,5
CC392,1,DD13,3643,5
CC392,1,DD13,3146,5
CC392,1,DD13,3112,5
CC392,1,DD13,3434,5
CC392,1,DD13,3360,5
CC392,1,DD13,3412,5
CC392,1,DD13,4396,5
CC392,1,DD13,3880,5
CC392,1,DD13,2470,5
CC392,1,DD13,2820,5
CC392,1,DD13,2785,5
CC392,1,DD13,3006,5
CC392,1,DD13,4195,5
CC392,1,DD13,2640,5
CC392,1,DD13,3432,5
CC392,1,DD13,2349,5
CC392,1,DD13,3710,5
CC392,1,DD13,3910,5
CC392,1,DD13,2065,5
CC392,1,DD13,5650,5
CC392,1,DD13,3468,5
CC392,1,DD13,2550,5
CC392,1,DD13,3070,5
CC392,1,DD13,2990,5
CC392,1,DD13,3128,5
CC392,1,DD13,3375,5
CC392,1,DD13,3415,5
CC392,1,DD13,1672,5
CC392,1,DD13,2575,5
CC392,1,DD13,2954,5
CC392,1,DD13,4765,5
CC392,1,DD13,4420,5
CC392,1,DD13,3095,5
CC392,1,DD13,4074,5
CC392,1,DD13,4407,5
CC392,1,DD13,2557,5
CC392,1,DD13,2220,5
CC392,1,DD13,1900,5
CC392,1,DD13,4720,5
CC392,1,DD13,4830,5
CC392,1,DD13,3832,5
CC392,1,DD13,3165,5
CC392,1,DD13,3352,5
CC392,1,DD13,4018,5
CC392,1,DD13,4590,5
CC392,1,DD13,3348,5
CC392,1,DD13,5140,5
CC392,1,DD13,4300,5
CC392,1,DD13,2099,5
CC392,1,DD13,2620,5
CC392,1,DD13,2740,5
CC392,1,DD13,3767,5
CC392,1,DD13,2133,5
CC392,1,DD13,4185,5
CC392,1,DD13,2888,5
CC392,1,DD13,2625,5
CC392,1,DD13,3588,5
CC392,1,DD13,3802,5
CC392,1,DD13,3545,5
CC392,1,DD13,3190,5
CC392,1,DD13,2980,5
CC392,1,DD13,2923,5
CC392,1,DD13,3080,5
CC392,1,DD13,3595,5
CC392,1,DD13,2800,5
CC392,1,DD13,3712,5
CC392,1,DD13,4380,5
CC392,1,DD13,4134,5
CC392,1,DD13,4820,5
CC392,1,DD13,3755,5
CC392,1,DD13,1987,5
CC392,1,DD13,3534,5
CC392,1,DD13,3162,5
CC392,1,DD13,2570,5
CC392,1,DD13,2750,5
CC392,1,DD13,2310,5
CC392,1,DD13,2838,5
CC392,1,DD13,3036,5
CC392,1,DD13,4510,5
CC392,1,DD13,2694,5
CC392,1,DD13,2320,5
CC392,1,DD13,2720,5
CC392,1,DD13,2480,5
CC392,1,DD13,3705,5
CC392,1,DD13,3865,5
CC392,1,DD13,3515,5
CC392,1,DD13,3043,5
CC392,1,DD13,3318,5
CC392,1,DD13,3875,5
CC392,1,DD13,3714,5
CC392,1,DD13,1450,5
CC392,1,DD13,5084,5
CC392,1,DD13,3615,5
CC392,1,DD13,2760,5
CC392,1,DD13,4406,5
CC392,1,DD13,3628,5
CC392,1,DD13,3325,5
CC392,1,DD13,2230,5
CC392,1,DD13,2408,5
CC392,1,DD13,2462,5
CC392,1,DD13,3008,5
CC392,1,DD13,4175,5
CC392,1,DD13,3695,5
CC392,1,DD13,3904,5
CC392,1,DD13,4022,5
CC392,1,DD13,3314,5
CC392,1,DD13,4168,5
CC392,1,DD13,2080,5
CC392,1,DD13,4680,5
CC392,1,DD13,3166,5
CC392,1,DD13,4365,5
CC392,1,DD13,2380,5
CC392,1,DD13,3641,5
CC392,1,DD13,1381,5
CC392,1,DD13,1120,5
CC392,1,DD13,2610,5
CC392,1,DD13,3212,5
CC392,1,DD13,4388,5
CC392,1,DD13,2855,5
CC392,1,DD13,4006,5
CC392,1,DD13,3825,5
CC392,1,DD13,2415,5
CC392,1,DD13,2500,5
CC392,1,DD13,4205,5
CC392,1,DD13,3225,5
CC392,1,DD13,4016,5
CC392,1,DD13,3462,5
CC392,1,DD13,2725,5
CC392,1,DD13,4445,5
CC392,1,DD13,3202,5
CC392,1,DD13,4740,5
CC392,1,DD13,3912,5
CC392,1,DD13,4970,5
CC392,1,DD13,3332,5
CC392,1,DD13,2055,5
CC392,1,DD13,3258,5
CC392,1,DD13,4094,5
CC392,1,DD13,3868,5
CC392,1,DD13,2958,5
CC392,1,DD13,3536,5
CC392,1,DD13,4212,5
CC392,1,DD13,4870,5
CC392,1,DD13,2170,5
CC392,1,DD13,3055,5
CC392,1,DD13,2390,5
CC392,1,DD13,3448,5
CC392,1,DD13,4500,5
CC392,1,DD13,3604,5
CC392,1,DD13,3970,5
CC392,1,DD13,4530,5
CC392,1,DD13,3338,5
CC392,1,DD13,4114,5
CC392,1,DD13,2400,5
CC392,1,DD13,1670,5
CC392,1,DD13,4670,5
CC392,1,DD13,5020,5
CC392,1,DD13,2815,5
CC392,1,DD13,2250,5
CC392,1,DD13,2260,5
